title,battery_format,cathode,anode,electrolyte,additives,DOI
"A new lithium salt with tetrafluoro-1,2-benzenediolato and oxalato complexes of boron for lithium battery electrolytes",[],[[], [], lithium salts (4FLBDOB/FLBDOB/LBDOB/LBOB), []],10.1016/j.jpowsour.2013.02.005
"Crystallization Kinetics of Superionic Conductive Al(B, La)- Incorporated LiTi2(PO4)3 Glass-Ceramics",[],[[], [], inorganic solid electrolytes, Al,10.1111/jace.12094
Scalable preparation of porous silicon nanoparticles and their application for lithium-ion battery anodes,[],[[], porous silicon nanoparticles, [], []],10.1007/s12274-013-0293-y
Exploring polymeric lithium tartaric acid borate for thermally resistant polymer electrolyte of lithium batteries,[],[, lithium metal, PLTB@PVDF-HFP swollen in PC, []],10.1016/j.electacta.2013.01.026
Electrochemical oxidation of solid Li2O2 in non-aqueous electrolyte using peroxide complexing additives for lithium-air batteries,[],[carbon powder microelectrode, [], non-aqueous electrolytes, tris(pentafluorophenyl) borane],10.1016/j.elecom.2012.12.003
Electrochemical Properties of Boron-Doped LiMn2O4 Nanoparticles Covered with Glass Material Prepared by High-Temperature Flame Spray Pyrolysis,[],[LiMn2O4, [], [], LBO glass],
Temperature-dependent lithium storage behavior in tetragonal boron (B50) thin film anode for Li-ion batteries,[],[[], tetragonal boron (B-50) thin film, nonaqueous electrolyte, []],10.1016/j.electacta.2012.09.017
Thermal Stability of BNCT Neutron Production Target Synthesized by In-Situ Lithium Deposition and Ion Implantation,[],[[], [], [], []],10.2320/jinstmet.J2013048
Solid polymer electrolytes which contain tricoordinate boron for enhanced conductivity and transference numbers,[],[[], [], composite solid polymer electrolyte based on poly(ethylene glycol)-in-Li triflate with organic-inorganic composite containing boron species in silica network, triethyl borate],10.1039/c2ta00628f
Research progresses of two kinds of novel electrolyte lithium salts: lithium bis(oxalato) borate and lithium oxalyldifluroborate,[],[cathode material, [], electrolyte system, [LiBOB,10.4028/www.scientific.net/AMR.652-654.896
A class of sp3 boron-based single-ion polymeric electrolytes for lithium ion batteries,[],[[], [], sp(3) boron-based polymeric compounds, []],10.1039/c3ra41167b
A new single-ion polymer electrolyte based on polyvinyl alcohol for lithium ion batteries,[],[high voltage lithium ion batteries, [], lithium polyvinyl alcohol oxalate borate (LiPVAOB) with propylene carbonate additive, propylene carbonate],10.1016/j.electacta.2012.08.114
A trilayer poly(vinylidene fluoride)/polyborate/poly(vinylidene fluoride) gel polymer electrolyte with good performance for lithium ion batteries,[],[LiFePO4, [], gel polymer electrolyte (PVDF/LiPAAOB saturated with LiPF6), []],10.1039/c3ta00167a
"The Cooperative Effect of Vinylene Carbonate and 1,3-Propane Sultone on the Elevated Temperature Performance of Lithium Ion Batteries",[],[LiCoO2, graphite, ethylene carbonate-based binary electrolyte, VC and 1,
Two unsymmetrical lithium organoborates with mixed-ligand of croconato and oxalicdiolato or benzenediolato for lithium battery electrolytes,[],[[], [], propylene carbonate-based electrolytes, []],10.1016/j.jpowsour.2012.06.044
"LiBC - Synthesis, Electrochemical and Solid-state NMR Investigations",[],[LiBC, LiBC, [], []],10.5560/ZNB.2012-0223
PAMAM type dendritic electrolytes for lithium ion battery applications,[],[], [], boron-cross linked dendritic electrolytes, lithium trifluoromethane-sulfonate salt,10.1016/j.ssi.2012.07.013
Boron-based electrolyte solutions with wide electrochemical windows for rechargeable magnesium batteries,[],[Mo6S8, [], boron based electrolyte system formed through reaction of Mes(3)B and PhMgCl in THF, []],10.1039/c2ee22509c
"Effect of 1,8-Naphthosultone Additive on High Temperature Performance of Lithium Ion Batteries",[],[], [graphite], [commercial binary electrolyte], [1,
"Ether Based Electrolyte, LiB(CN)4 Salt and Binder Degradation in the Li-O2 Battery Studied by Hard X-ray Photoelectron Spectroscopy (HAXPES)",[],[carbon cathode with alpha-MnO2 nanowire catalyst, [], 0.5 M LiB(CN)4 salt in PEGDME or Tetraglyme solvents, Kynar (PVDF-HFP) binder],10.1021/jp303691m
Solid electrolyte interphase formation behavior on well-defined carbon surfaces for Li-ion battery systems,[],[], [carbon nanofibers], [], [],10.1016/j.electacta.2012.05.080
Conductive Rigid Skeleton Supported Silicon as High-Performance Li-Ion Battery Anodes,[],[, Si/B4C/graphite composite, , ],10.1021/nl301657y
High-capacity electrode material BC3 for lithium batteries proposed by ab initio simulations,[],[cathode material not mentioned, BC3 (graphitelike boron carbide), electrolyte system not mentioned, additives not mentioned],10.1103/PhysRevB.85.195415
"Synthesis, characterization, and ionic conductivity of novel crosslinked polymer electrolytes for Li-ion batteries",[],[[], [], crosslinked inorganic-organic gel polymer electrolytes with lithium trifluoromethanesulfonate salt, []],10.1002/app.35081
New borate glasses for ionics,[],[[], tin oxide containing borate and borophosphate glasses, AgI-Ag2O-B2O3 glass ceramics, []],
The mixed glass former effect in twin-roller quenched lithium borophosphate glasses,[],[[], [], solid electrolytes (lithium borophosphate glasses), []],10.1016/j.ssi.2011.11.034
Hyperbranched organoboron polymer electrolytes derived from glycerol,[],[], [], solid polymer electrolytes with organoboron moieties, [],10.1007/s00289-011-0575-z
Synthesis of Boron-Doped C60 Film Using Plasma-Assisted Thermal Evaporation Technique and its Electrochemical Characterizations,[],[cathode material, silicon film anode with B:C-60 coating, electrolyte system, additives],10.1080/1536383X.2010.542592
Electrochemical performance of novel electrolyte solutions based on organoboron magnesium salts,[],[[], magnesium, Mes(3)B-(PhMgCl)(2)/THF, []],10.1016/j.elecom.2012.01.026
Nano SIMS characterization of boron- and aluminum-coated LiNi1/3Co1/3Mn1/3O2 cathode materials for lithium secondary ion batteries,[],[LiNi1/3Co1/3Mn1/3O2, [], [], [B,10.1007/s10800-011-0369-x
Lithium-Ion Conducting Electrolyte Salts for Lithium Batteries,[],[not specified, carbonaceous anodes, lithium salts in electrolyte solutions, not specified],10.1002/chem.201101486
Crystal structure and physical properties of lithium difluoro(oxalato)borate (LiDFOB or LiBF2Ox),[],[], [], [LiDFOB, LiBF4,10.1016/j.jpowsour.2011.07.065
Doped Graphene Sheets As Anode Materials with Superhigh Rate and Large Capacity for Lithium Ion Batteries,[],[, nitrogen- or boron-doped graphene, , ],10.1021/nn2006249
First-Principles Study of Lithium Borocarbide as a Cathode Material for Rechargeable Li ion Batteries,[],[Li0.5BC, [], [], []],10.1021/jz200440m
Analysis of 3000 T class submarines equipped with polymer electrolyte fuel cells,[],[[], [], [], []],10.1016/j.energy.2011.03.003
In situ electrochemical oxidation of ethylenediamine on Co-B alloy electrode during cycling for improving its electrochemical properties at elevated temperature,[],[Co-B alloy, [], [], ethylenediamine (EDA)],10.1016/j.electacta.2011.02.070
Application of Boron-Based Lithium Salt for Li-Ion Battery,[],[metal oxide cathode, [], LiBOB-based electrolyte, []],
Inorganic-organic polymer electrolytes based on poly(vinyl alcohol) and borane/Poly(ethylene glycol) monomethyl ether for Li-ion batteries,[],[], [], [PVA-PEGME comb-branched copolymer with CF3SO3Li salt], [],10.1016/j.jpowsour.2010.08.020
Polyfluorinated boron cluster based slats: A new electrolyte for application in nonaqueous asymmetric AC/Li4Ti5O12 supercapacitors,[],[activated carbon, Li4Ti5O12, Li2B12FxH12-x salts, []],10.1016/j.jpowsour.2010.08.082
"Review on Li-air batteries-Opportunities, limitations and perspective",[],[cathode material: [], anode material: [lithium metal], electrolyte system: [], additives: []],10.1016/j.jpowsour.2010.09.031
Salt-in-Polymer Electrolytes Based on Polysiloxanes for Lithium-Ion Cells: Ionic Transport and Electrochemical Stability,[],[[], [], cross-linked salt-in-polysiloxane membrane with LiDFOB or LiBOB, []],10.1149/1.3563085
Decomposition Reaction of Lithium Bis(oxalato)borate in the Rechargeable Lithium-Oxygen Cell,[],[oxygen, [], lithium bis(oxalato)borate, []],10.1149/2.003112esl
Evaluation of Li-Mg-B alloy anode for intermediate temperature lithium batteries,[],[MnO2, Li-Mg-B alloy, LiNO3-KNO3 eutectic, []],10.4028/www.scientific.net/AMR.287-290.1553
"Studies on the influence of tris(pentafluorophenyl)borane on the properties of ethylene carbonate, dimethyl carbonate and poly(ethylene oxide) dimethyl ether lithium trifluoromethanesulfonate electrolytes",[],[[], [], EC/DMC with PEODME doped with LiCF3SO3 and modified with TPFPB, TPFPB],10.1016/j.jpowsour.2010.01.026
Electrochemical characteristics of B4C or BN added MnO2 cathode material for alkaline batteries,[],[MnO2 with B4C/BN additives, [], alkaline, B4C/BN],10.1016/j.matchemphys.2010.05.041
Mixture of LiBF4 and lithium difluoro(oxalato)borate for application as a new electrolyte for lithium-ion batteries,[],[cathode material: [], anode material: [], electrolyte system: imidazolium ionic liquid and aliphatic carbonates or solid polymer electrolytes, additives: LiBF4 and LiBF2(C2O4) mixture (MIX-LiFBs)],10.1016/j.jpowsour.2009.10.083
Effect of Anion Receptor Additives on Electrochemical Performance of Lithium-Ion Batteries,[],[cathode material: [], anode material: [], electrolyte system: [], additives: bis(1,10.1021/jp104341t
Polymer electrolytes based on the doped comb-branched copolymers for Li-ion batteries,[],[], [], [PVBBAPEGMEX-Y copolymer electrolytes with CF3SO3Li salt], [],10.1016/j.ssi.2010.05.039
"A new lithium salt with 3-fluoro-1,2-benzenediolato and oxalato complexes of boron for lithium battery electrolytes",[],[[], [], [lithium salts in organic solvents], []],10.1016/j.jpowsour.2009.12.049
Physical and Electrolytic Properties of Partially Fluorinated Methyl Propyl Carbonate and Its Application to Lithium Batteries,[],[LiCoO2, lithium, PC-based fluorinated MPC derivatives, []],10.5796/electrochemistry.78.467
PREPARATION AND ELECTROCHEMICAL BEHAVIORS OF Co-B ALLOY POWDERS,[],[Co-B alloy, Co-B alloy, alkaline aqueous solution, []],10.3724/SP.J.1037.2010.00346
Boron Esters as Tunable Anion Carriers for Non-Aqueous Batteries Electrochemistry,[],[Li/air battery cathode, lithium metal, EC/DMC or DMF, boron esters],10.1021/ja9093814
Polyfluorinated boron cluster-based salts: A new electrolyte for application in Li4Ti5O12/LiMn2O4 rechargeable lithium-ion batteries,[],[LiMn2O4, Li4Ti5O12, Li2B12FxH12-x or LiPF6 in EC:DMC, []],10.1016/j.jpowsour.2009.09.023
Cobalt-boron amorphous alloy prepared in water/cetyl-trimethyl-ammonium bromide/n-hexanol microemulsion as anode for alkaline secondary batteries,[],[cobalt-boron (Co-B) anode, unspecified cathode, unspecified electrolyte, unspecified additives],10.1016/j.electacta.2009.11.082
"LBDOB, a new lithium salt with benzenediolato and oxalato complexes of boron for lithium battery electrolytes",[],[[], [], LBDOB/LBBB/LBOB electrolytes, []],10.1016/j.jpowsour.2009.08.038
High Voltage Stability of Interfacial Reaction at the LiMn2O4 Thin-Film Electrodes/Liquid Electrolytes with Boroxine Compounds,[],[LiMn2O4, [], 1 mol kg(-1) LiCF3SO3/ethylene carbonate + EMC (1:1 by volume), boroxine compounds (B3O3(OR)3 where R = CH3,10.1149/1.3374638
The effect of B4C addition to MnO2 in a cathode material for battery applications,[],[MnO2 with boron carbide additive, Zn, aqueous LiOH or KOH, boron carbide],10.1016/j.electacta.2009.09.062
Identification of the presence of crystalline phase in lithiated boron oxide ionic glass conductors,[],[[], [], [], []],10.1016/j.mseb.2009.09.015
Composition and structure dependence of the properties of lithium borophosphate glasses showing boron anomaly,[],[[], [], 50Li₂O·xB₂O₃·(50-x)P₂O₅ glasses, []],10.1016/j.jnoncrysol.2009.09.013
A pentafluorophenylboron oxalate additive in non-aqueous electrolytes for lithium batteries,[],[LiMn2O4, MCMB, PC/DMC, PFPBO],10.1016/j.elecom.2009.10.015
Electrooxidation and dischargeability of transition-metal borides as possible anodic materials in neutral aqueous electrolytes,[],[[], transition-metal borides (TiB2, CoBx, FeBx),10.1007/s10800-008-9753-6
Solid polymer electrolytes composed of polyanionic lithium salts and polyethers,[],[[], [], solid polymer electrolyte, BF3·OEt2],10.1016/j.jpowsour.2008.10.113
Studies on the enhancement of solid electrolyte interphase formation on graphitized anodes in LiX-carbonate based electrolytes using Lewis acid additives for lithium-ion batteries,[],[[], mesophase carbon microbeads (MCMB), boron-based anion receptors (BBARs) with LiF/Li2O/Li2O2 in carbonate solutions (PC/DMC), lithium bis(oxalato)borate (LiBOB)],10.1016/j.jpowsour.2008.10.063
Stabilization of lithium superionic conduction phase and enhancement of conductivity of LiBH4 by LiCl addition,[],[[], [], LiBH4, LiCl],10.1063/1.3088857
"Halide-Stabilized LiBH4, a Room-Temperature Lithium Fast-Ion Conductor",[],[[], lithium metal, LiBH4-based solid state conductor, lithium halide dopants],10.1021/ja807392k
Computational Estimates of Fluoride Affinity of Boron-Based Anion Receptors,[],[[], [], [], anion receptors],10.1149/1.3139042
Surface treatment of zinc anodes to improve discharge capacity and suppress hydrogen gas evolution,[],[air (oxygen), zinc, KOH, Li2O-2B2O3],10.1016/j.jpowsour.2008.04.081
New electrolytes for lithium ion batteries using LiF salt and boron based anion receptors,[],[LiCoO2 or LiMn2O4, graphite, LiF salt in carbonate solvents, TPFPB or THFPB],10.1016/j.jpowsour.2008.03.016
Effect of tris(methoxy diethylene glycol) borate on ionic conductivity and electrochemical stability of ethylene carbonate-based electrolyte,[],[], [], [ethylene carbonate-based electrolyte], [tris(methoxy diethylene glycol) borate,10.1016/j.electacta.2008.04.070
New electrolytes using Li2O or Li2O2 oxides and tris(pentafluorophenyl) borane as boron based anion receptor for lithium batteries,[],[LiMn2O4, [], carbonate based organic solvents with Li2O/Li2O2 and tris(pentafluorophenyl) borane (TPFPB), tris(pentafluorophenyl) borane (TPFPB)],10.1016/j.elecom.2008.05.043
Synthesis and characteristics of acrylol borate as new acrylic gelator for lithium secondary battery,[],[cathode material: [], anode material: [], electrolyte system: gel polymer electrolyte (GPE) with liquid electrolyte, additives: acrylol borate],10.1007/BF03218842
Correlation between structural and electrical properties of heavily lithiated boron oxide solid electrolytes,[],[], [], [xLi(2)O-B2O3 solid electrolyte], [],10.1016/j.jnoncrysol.2007.07.046
New boron compounds as additives for lithium polymer electrolytes,[],[[], [], PEO-based polymer electrolyte with lithium salts, [RnOBF2]2 compounds],10.1016/j.electacta.2007.02.046
"A DFT study of electronic structures, energies, and molecular properties of lithium bis[croconato]borate and its derivatives",[],[[], [], [lithium bis[croconato(2-)]borate (LBCB), lithium [croconato(2-) salicylato(2-)]borate (LCSB),10.1016/j.electacta.2007.08.013
New lithium salts with croconato-complexes of boron for lithium battery electrolytes,[],[[], [], [lithium bis[croconato]borate (LBCB), lithium [croconato salicylato]borate (LCSB),10.1016/j.jpowsour.2007.05.100
Bifunctional electrolyte additive for lithium-ion batteries,[],[most positive electrode materials for current lithium-ion-battery technology, [], [], 2-(Pentafluorophenyl)-tetrafluoro-1,10.1016/j.elecom.2006.11.002
A new chemical approach to improving discharge capacity of Li/(CFx)n cells,[coin battery],[(CFx)(n), [lithium], [electrolyte solution], [Tris(1,10.1016/j.jpowsour.2006.10.037
Modification of network structure induced by glass former composition and its correlation to the conductivity in lithium borophosphate glass for solid state electrolyte,[thin film battery],[[], [], xLi(2)O-(1-x)(yB(2)O(3)-(1-y)P2O5) glass solid state electrolyte, []],10.1016/j.ssi.2007.01.011
Electrochemical properties and local structure of tin borate glasses for lithium secondary batteries,[],[[], SnO-B2O3 glasses, liquid electrolytes and solid electrolytes, []],
Fabrication of Li2O-B2O3-P2O5 solid electrolyte by aerosol flame deposition for thin film batteries,[],[[], [], Li2O-B2O3-P2O5 thin film electrolyte, []],10.1016/j.ssi.2006.11.005
